subjID,self,like,cond,response1,choice,input1,input,response,f,outcome,g,h,i,j,k,l
101,0,0,0,0,1,1,0,1,1,-1,48830,988470,0,981739,932909,939640
101,0,0,0,1,2,1,0,0,2,1,48830,1000667,1,993735,944905,951837
101,0,0,0,NaN,NaN,NaN,NaN,NaN,3,1,48830,1014996,NaN,1006348,957518,966166
101,0,0,0,0,1,1,0,1,4,-1,48830,1027592,0,1021361,972531,978762
101,0,0,0,0,1,1,0,1,5,-1,48830,1041704,0,1035073,986243,992874
101,0,0,0,NaN,NaN,NaN,NaN,NaN,6,1,48830,1055684,NaN,1048536,999706,1006854
101,0,0,0,0,1,1,0,1,7,-1,48830,1070646,0,1062065,1013235,1021816
101,0,0,0,0,1,1,0,1,8,-1,48830,1083309,0,1077777,1028947,1034479
101,0,0,0,1,2,0,1,0,9,-1,48830,1094089,0,1087791,1038961,1045259
101,0,0,0,0,1,1,0,1,10,-1,48830,1107068,0,1100970,1052140,1058238
101,0,0,0,0,1,1,0,1,11,-1,48830,1119631,0,1113766,1064936,1070801
101,0,0,0,0,1,1,0,1,12,-1,48830,1132128,0,1126829,1077999,1083298
101,0,0,0,0,1,1,0,1,13,-1,48830,1148956,0,1140125,1091295,1100126
101,0,0,0,1,2,1,0,0,14,1,48830,1163568,1,1154571,1105741,1114738
101,0,0,0,NaN,NaN,NaN,NaN,NaN,15,1,48830,1177414,NaN,1168983,1120153,1128584
101,0,0,0,0,1,1,0,1,16,-1,48830,1190810,0,1183512,1134682,1141980
101,0,0,0,0,1,1,0,1,17,-1,48830,1201290,0,1195625,1146795,1152460
101,0,0,0,0,1,0,1,1,18,1,48830,1215769,1,1209271,1160441,1166939
101,0,0,0,0,1,1,0,1,19,-1,48830,1229665,0,1222484,1173654,1180835
101,0,0,0,1,2,0,1,0,20,-1,48830,1242411,0,1235380,1186550,1193581
101,0,0,0,0,1,1,0,1,21,-1,48830,1252308,0,1246943,1198113,1203478
101,0,0,0,0,1,1,0,1,22,-1,48830,1267071,0,1259273,1210443,1218241
101,0,0,0,0,1,1,0,1,23,-1,48830,1282299,0,1273453,1224623,1233469
101,0,0,0,0,1,1,0,1,24,-1,48830,1294113,0,1288964,1240134,1245283
101,0,0,0,0,1,1,0,1,25,-1,48830,1306159,0,1299611,1250781,1257329
101,0,0,0,1,2,1,0,0,26,1,48830,1319105,1,1310308,1261478,1270275
101,0,0,0,0,1,1,0,1,27,-1,48830,1331885,0,1324270,1275440,1283055
101,0,0,0,0,1,0,1,1,28,1,48830,1346447,1,1339449,1290619,1297617
101,0,0,0,0,1,1,0,1,29,-1,48830,1357827,0,1351629,1302799,1308997
101,0,0,0,1,2,0,1,0,30,-1,48830,1372156,0,1365808,1316978,1323326
101,0,0,0,0,1,0,1,1,31,1,48830,1384752,1,1376955,1328125,1335922
101,0,0,0,NaN,NaN,NaN,NaN,NaN,32,1,48830,1397748,NaN,1392650,1343820,1348918
101,0,1,1,0,1,1,1,0,1,-1,48830,1446001,0,1437870,1389040,1397171
101,0,1,1,1,2,1,1,1,2,1,48830,1460580,1,1451832,1403002,1411750
101,0,1,1,1,2,1,1,1,3,1,48830,1471893,1,1466595,1417765,1423063
101,0,1,1,0,1,1,1,0,4,-1,48830,1487405,0,1478891,1430061,1438575
101,0,1,1,1,2,0,0,1,5,-1,48830,1499501,0,1492987,1444157,1450671
101,0,1,1,0,1,1,1,0,6,-1,48830,1509332,0,1503700,1454870,1460502
101,0,1,1,0,1,1,1,0,7,-1,48830,1521628,0,1516330,1467500,1472798
101,0,1,1,1,2,1,1,1,8,1,48830,1532608,1,1526860,1478030,1483778
101,0,1,1,0,1,1,1,0,9,-1,48830,1544971,0,1539373,1490543,1496141
101,0,1,1,1,2,0,0,1,10,-1,48830,1558467,0,1552652,1503822,1509637
101,0,1,1,NaN,NaN,NaN,NaN,NaN,11,1,48830,1570647,NaN,1565132,1516302,1521817
101,0,1,1,1,2,0,0,1,12,-1,48830,1584293,0,1577711,1528881,1535463
101,0,1,1,0,1,0,0,0,13,1,48830,1594723,1,1588608,1539778,1545893
101,0,1,1,1,2,1,1,1,14,1,48830,1604987,1,1599505,1550675,1556157
101,0,1,1,1,2,1,1,1,15,1,48830,1615550,1,1610352,1561522,1566720
101,0,1,1,1,2,1,1,1,16,1,48830,1629129,1,1622765,1573935,1580299
101,0,1,1,NaN,NaN,NaN,NaN,NaN,17,1,48830,1639926,NaN,1633478,1584648,1591096
101,0,1,1,1,2,1,1,1,18,1,48830,1651939,1,1645908,1597078,1603109
101,0,1,1,1,2,1,1,1,19,1,48830,1665085,1,1658121,1609291,1616255
101,0,1,1,1,2,1,1,1,20,1,48830,1678115,1,1671150,1622320,1629285
101,0,1,1,0,1,1,1,0,21,-1,48830,1689128,0,1682630,1633800,1640298
101,0,1,1,1,2,1,1,1,22,1,48830,1700658,1,1695343,1646513,1651828
101,0,1,1,1,2,1,1,1,23,1,48830,1713654,1,1705773,1656943,1664824
101,0,1,1,1,2,1,1,1,24,1,48830,1728100,1,1720535,1671705,1679270
101,0,1,1,1,2,0,0,1,25,-1,48830,1744778,0,1735981,1687151,1695948
101,0,1,1,1,2,1,1,1,26,1,48830,1758124,1,1752776,1703946,1709294
101,0,1,1,1,2,1,1,1,27,1,48830,1770937,1,1763539,1714709,1722107
101,0,1,1,0,1,0,0,0,28,1,48830,1783250,1,1775686,1726856,1734420
101,0,1,1,1,2,1,1,1,29,1,48830,1794697,1,1787565,1738735,1745867
101,0,1,1,0,1,1,1,0,30,-1,48830,1808593,0,1800712,1751882,1759763
101,0,1,1,0,1,0,0,0,31,1,48830,1820939,1,1814391,1765561,1772109
101,0,1,1,1,2,1,1,1,32,1,48830,1833818,1,1827570,1778740,1784988
101,1,0,2,1,2,1,0,0,1,1,48830,68411,1,62030,13200,19581
101,1,0,2,NaN,NaN,NaN,NaN,NaN,2,1,48830,84157,NaN,75992,27162,35327
101,1,0,2,1,2,1,0,0,3,1,48830,97769,1,91204,42374,48939
101,1,0,2,0,1,1,0,1,4,-1,48830,109816,0,104550,55720,60986
101,1,0,2,1,2,0,1,0,5,-1,48830,125161,0,116130,67300,76331
101,1,0,2,0,1,0,1,1,6,1,48830,140856,1,132675,83845,92026
101,1,0,2,0,1,1,0,1,7,-1,48830,155802,0,148038,99208,106972
101,1,0,2,0,1,1,0,1,8,-1,48830,169415,0,160667,111837,120585
101,1,0,2,0,1,1,0,1,9,-1,48830,183744,0,175896,127066,134914
101,1,0,2,0,1,1,0,1,10,-1,48830,196473,0,188509,139679,147643
101,1,0,2,1,2,1,0,0,11,1,48830,211635,1,204104,155274,162805
101,1,0,2,1,2,1,0,0,12,1,48830,225215,1,216917,168087,176385
101,1,0,2,0,1,1,0,1,13,-1,48830,236494,0,231013,182183,187664
101,1,0,2,1,2,1,0,0,14,1,48830,249024,1,242576,193746,200194
101,1,0,2,0,1,0,1,1,15,1,48830,262137,1,253389,204559,213307
101,1,0,2,0,1,1,0,1,16,-1,48830,274250,0,267868,219038,225420
101,1,0,2,0,1,0,1,1,17,1,48830,287829,1,280265,231435,238999
101,1,0,2,0,1,1,0,1,18,-1,48830,299326,0,293094,244264,250496
101,1,0,2,1,2,1,0,0,19,1,48830,312239,1,306807,257977,263409
101,1,0,2,1,2,1,0,0,20,1,48830,324752,1,319286,270456,275922
101,1,0,2,1,2,1,0,0,21,1,48830,338514,1,330483,281653,289684
101,1,0,2,1,2,1,0,0,22,1,48830,352610,1,345962,297132,303780
101,1,0,2,1,2,0,1,0,23,-1,48830,365239,0,359624,310794,316409
101,1,0,2,NaN,NaN,NaN,NaN,NaN,24,1,48830,377153,NaN,370188,321358,328323
101,1,0,2,0,1,1,0,1,25,-1,48830,391098,0,384950,336120,342268
101,1,0,2,1,2,1,0,0,26,1,48830,405011,1,398030,349200,356181
101,1,0,2,0,1,1,0,1,27,-1,48830,417341,0,411676,362846,368511
101,1,0,2,1,2,0,1,0,28,-1,48830,430787,0,423905,375075,381957
101,1,0,2,1,2,1,0,0,29,1,48830,444333,1,436052,387222,395503
101,1,0,2,NaN,NaN,NaN,NaN,NaN,30,1,48830,459145,NaN,450747,401917,410315
101,1,0,2,0,1,1,0,1,31,-1,48830,471708,0,464626,415796,422878
101,1,0,2,NaN,NaN,NaN,NaN,NaN,32,1,48830,484970,NaN,478539,429709,436140
101,1,1,3,NaN,NaN,NaN,NaN,NaN,1,1,48830,533989,NaN,526841,478011,485159
101,1,1,3,1,2,0,0,1,2,-1,48830,546785,0,540687,491857,497955
101,1,1,3,0,1,0,0,0,3,1,48830,557282,1,551317,502487,508452
101,1,1,3,1,2,1,1,1,4,1,48830,570795,1,563897,515067,521965
101,1,1,3,0,1,1,1,0,5,-1,48830,585107,0,578159,529329,536277
101,1,1,3,1,2,1,1,1,6,1,48830,596521,1,590056,541226,547691
101,1,1,3,0,1,1,1,0,7,-1,48830,608750,0,601086,552256,559920
101,1,1,3,1,2,1,1,1,8,1,48830,621846,1,615931,567101,573016
101,1,1,3,1,2,1,1,1,9,1,48830,635409,1,628911,580081,586579
101,1,1,3,1,2,1,1,1,10,1,48830,649255,1,641357,592527,600425
101,1,1,3,NaN,NaN,NaN,NaN,NaN,11,1,48830,660751,NaN,654520,605690,611921
101,1,1,3,1,2,1,1,1,12,1,48830,674781,1,667000,618170,625951
101,1,1,3,0,1,1,1,0,13,-1,48830,686910,0,678929,630099,638080
101,1,1,3,1,2,0,0,1,14,-1,48830,699540,0,691975,643145,650710
101,1,1,3,NaN,NaN,NaN,NaN,NaN,15,1,48830,711420,NaN,704305,655475,662590
101,1,1,3,1,2,0,0,1,16,-1,48830,722966,0,717218,668388,674136
101,1,1,3,0,1,1,1,0,17,-1,48830,736062,0,727448,678618,687232
101,1,1,3,1,2,1,1,1,18,1,48830,748892,1,743060,694230,700062
101,1,1,3,1,2,1,1,1,19,1,48830,760105,1,754274,705444,711275
101,1,1,3,1,2,1,1,1,20,1,48830,774051,1,767286,718456,725221
101,1,1,3,1,2,1,1,1,21,1,48830,784964,1,779116,730286,736134
101,1,1,3,NaN,NaN,NaN,NaN,NaN,22,1,48830,799593,NaN,791446,742616,750763
101,1,1,3,1,2,1,1,1,23,1,48830,814655,1,805958,757128,765825
101,1,1,3,0,1,1,1,0,24,-1,48830,829968,0,821104,772274,781138
101,1,1,3,1,2,0,0,1,25,-1,48830,844280,0,836766,787936,795450
101,1,1,3,1,2,1,1,1,26,1,48830,857293,1,850428,801598,808463
101,1,1,3,1,2,1,1,1,27,1,48830,870622,1,861608,812778,821792
101,1,1,3,1,2,0,0,1,28,-1,48830,884001,0,877104,828274,835171
101,1,1,3,1,2,1,1,1,29,1,48830,897231,1,889766,840936,848401
101,1,1,3,1,2,1,1,1,30,1,48830,910244,1,903012,854182,861414
101,1,1,3,1,2,1,1,1,31,1,48830,920524,1,914359,865529,871694
101,1,1,3,NaN,NaN,NaN,NaN,NaN,32,1,48830,933353,NaN,924739,875909,884523
102,0,0,0,NaN,NaN,NaN,NaN,NaN,1,1,147700,603870,NaN,597222,449522,456170
102,0,0,0,1,2,1,0,0,2,1,147700,619315,1,611418,463718,471615
102,0,0,0,1,2,1,0,0,3,1,147700,631578,1,624231,476531,483878
102,0,0,0,NaN,NaN,NaN,NaN,NaN,4,1,147700,642942,NaN,637643,489943,495242
102,0,0,0,0,1,1,0,1,5,-1,147700,657271,0,650723,503023,509571
102,0,0,0,1,2,0,1,0,6,-1,147700,670050,0,662536,514836,522350
102,0,0,0,0,1,1,0,1,7,-1,147700,685262,0,677515,529815,537562
102,0,0,0,1,2,1,0,0,8,1,147700,698475,1,691444,543744,550775
102,0,0,0,1,2,0,1,0,9,-1,147700,712254,0,703224,555524,564554
102,0,0,0,1,2,1,0,0,10,1,147700,725934,1,719086,571386,578234
102,0,0,0,1,2,1,0,0,11,1,147700,739896,1,733898,586198,592196
102,0,0,0,NaN,NaN,NaN,NaN,NaN,12,1,147700,750260,NaN,744711,597011,602560
102,0,0,0,1,2,1,0,0,13,1,147700,762656,1,756241,608541,614956
102,0,0,0,1,2,1,0,0,14,1,147700,775602,1,770337,622637,627902
102,0,0,0,1,2,1,0,0,15,1,147700,789948,1,782700,635000,642248
102,0,0,0,1,2,1,0,0,16,1,147700,804410,1,796912,649212,656710
102,0,0,0,1,2,1,0,0,17,1,147700,820605,1,812091,664391,672905
102,0,0,0,1,2,0,1,0,18,-1,147700,837401,0,828520,680820,689701
102,0,0,0,1,2,1,0,0,19,1,147700,849713,1,844315,696615,702013
102,0,0,0,1,2,1,0,0,20,1,147700,863742,1,856944,709244,716042
102,0,0,0,1,2,1,0,0,21,1,147700,875456,1,868958,721258,727756
102,0,0,0,1,2,1,0,0,22,1,147700,891568,1,882753,735053,743868
102,0,0,0,1,2,1,0,0,23,1,147700,906396,1,897466,749766,758696
102,0,0,0,0,1,0,1,1,24,1,147700,918693,1,912894,765194,770993
102,0,0,0,1,2,1,0,0,25,1,147700,930089,1,924008,776308,782389
102,0,0,0,1,2,0,1,0,26,-1,147700,942552,0,934421,786721,794852
102,0,0,0,1,2,1,0,0,27,1,147700,956265,1,949534,801834,808565
102,0,0,0,1,2,1,0,0,28,1,147700,966362,1,961313,813613,818662
102,0,0,0,1,2,1,0,0,29,1,147700,978975,1,971844,824144,831275
102,0,0,0,0,1,1,0,1,30,-1,147700,991871,0,986473,838773,844171
102,0,0,0,NaN,NaN,NaN,NaN,NaN,31,1,147700,1007100,NaN,998236,850536,859400
102,0,0,0,1,2,1,0,0,32,1,147700,1021312,1,1014198,866498,873612
102,0,1,1,NaN,NaN,NaN,NaN,NaN,1,1,147700,167383,NaN,160819,13119,19683
102,0,1,1,NaN,NaN,NaN,NaN,NaN,2,1,147700,177114,NaN,171449,23749,29414
102,0,1,1,NaN,NaN,NaN,NaN,NaN,3,1,147700,190177,NaN,183928,36228,42477
102,0,1,1,0,1,1,1,0,4,-1,147700,203523,0,196475,48775,55823
102,0,1,1,NaN,NaN,NaN,NaN,NaN,5,1,147700,215352,NaN,209304,61604,67652
102,0,1,1,1,2,1,1,1,6,1,147700,228582,1,220468,72768,80882
102,0,1,1,1,2,1,1,1,7,1,147700,239162,1,232714,85014,91462
102,0,1,1,1,2,1,1,1,8,1,147700,249725,1,243961,96261,102025
102,0,1,1,1,2,1,1,1,9,1,147700,263638,1,255790,108090,115938
102,0,1,1,1,2,0,0,1,10,-1,147700,274635,0,268537,120837,126935
102,0,1,1,1,2,1,1,1,11,1,147700,287431,1,279350,131650,139731
102,0,1,1,1,2,1,1,1,12,1,147700,300510,1,291496,143796,152810
102,0,1,1,1,2,1,1,1,13,1,147700,313140,1,307208,159508,165440
102,0,1,1,1,2,0,0,1,14,-1,147700,326903,0,319855,172155,179203
102,0,1,1,1,2,1,1,1,15,1,147700,340898,1,333934,186234,193198
102,0,1,1,1,2,1,1,1,16,1,147700,352528,1,345464,197764,204828
102,0,1,1,1,2,1,1,1,17,1,147700,365708,1,359176,211476,218008
102,0,1,1,1,2,1,1,1,18,1,147700,378587,1,372389,224689,230887
102,0,1,1,1,2,1,1,1,19,1,147700,390217,1,383669,235969,242517
102,0,1,1,1,2,0,0,1,20,-1,147700,400231,0,394366,246666,252531
102,0,1,1,1,2,1,1,1,21,1,147700,413877,1,406862,259162,266177
102,0,1,1,1,2,1,1,1,22,1,147700,426356,1,420775,273075,278656
102,0,1,1,1,2,1,1,1,23,1,147700,439452,1,432538,284838,291752
102,0,1,1,1,2,0,0,1,24,-1,147700,449899,0,444784,297084,302199
102,0,1,1,1,2,1,1,1,25,1,147700,461462,1,453948,306248,313762
102,0,1,1,1,2,1,1,1,26,1,147700,475758,1,469160,321460,328058
102,0,1,1,1,2,1,1,1,27,1,147700,486722,1,480107,332407,339022
102,0,1,1,1,2,1,1,1,28,1,147700,501034,1,494069,346369,353334
102,0,1,1,1,2,0,0,1,29,-1,147700,511664,0,505399,357699,363964
102,0,1,1,1,2,1,1,1,30,1,147700,525460,1,516829,369129,377760
102,0,1,1,1,2,1,1,1,31,1,147700,538056,1,531808,384108,390356
102,0,1,1,1,2,1,1,1,32,1,147700,549120,1,543221,395521,401420
102,1,0,2,NaN,NaN,NaN,NaN,NaN,1,1,147700,1528528,NaN,1520713,1373013,1380828
102,1,0,2,1,2,1,0,0,2,1,147700,1538625,1,1533526,1385826,1390925
102,1,0,2,1,2,1,0,0,3,1,147700,1554037,1,1545939,1398239,1406337
102,1,0,2,0,1,1,0,1,4,-1,147700,1570248,0,1561551,1413851,1422548
102,1,0,2,1,2,1,0,0,5,1,147700,1582945,1,1574297,1426597,1435245
102,1,0,2,1,2,0,1,0,6,-1,147700,1594841,0,1587960,1440260,1447141
102,1,0,2,1,2,1,0,0,7,1,147700,1605771,1,1598907,1451207,1458071
102,1,0,2,0,1,1,0,1,8,-1,147700,1618734,0,1610903,1463203,1471034
102,1,0,2,0,1,0,1,1,9,1,147700,1630064,1,1623483,1475783,1482364
102,1,0,2,0,1,1,0,1,10,-1,147700,1642660,0,1637245,1489545,1494960
102,1,0,2,1,2,1,0,0,11,1,147700,1655590,1,1650091,1502391,1507890
102,1,0,2,1,2,1,0,0,12,1,147700,1666303,1,1660105,1512405,1518603
102,1,0,2,1,2,1,0,0,13,1,147700,1679216,1,1671518,1523818,1531516
102,1,0,2,0,1,1,0,1,14,-1,147700,1691196,0,1685631,1537931,1543496
102,1,0,2,0,1,1,0,1,15,-1,147700,1704558,0,1696328,1548628,1556858
102,1,0,2,0,1,1,0,1,16,-1,147700,1720120,0,1712439,1564739,1572420
102,1,0,2,1,2,1,0,0,17,1,147700,1734083,1,1725669,1577969,1586383
102,1,0,2,NaN,NaN,NaN,NaN,NaN,18,1,147700,1747762,NaN,1740914,1593214,1600062
102,1,0,2,1,2,1,0,0,19,1,147700,1761225,1,1755643,1607943,1613525
102,1,0,2,1,2,0,1,0,20,-1,147700,1774887,0,1766290,1618590,1627187
102,1,0,2,1,2,1,0,0,21,1,147700,1789283,1,1780552,1632852,1641583
102,1,0,2,1,2,1,0,0,22,1,147700,1804612,1,1797131,1649431,1656912
102,1,0,2,1,2,1,0,0,23,1,147700,1818774,1,1810927,1663227,1671074
102,1,0,2,0,1,1,0,1,24,-1,147700,1831304,0,1824756,1677056,1683604
102,1,0,2,1,2,1,0,0,25,1,147700,1843350,1,1837136,1689436,1695650
102,1,0,2,1,2,0,1,0,26,-1,147700,1859712,0,1850898,1703198,1712012
102,1,0,2,0,1,0,1,1,27,1,147700,1872875,1,1863978,1716278,1725175
102,1,0,2,1,2,1,0,0,28,1,147700,1887670,1,1879190,1731490,1739970
102,1,0,2,1,2,1,0,0,29,1,147700,1901933,1,1894885,1747185,1754233
102,1,0,2,1,2,1,0,0,30,1,147700,1912330,1,1906315,1758615,1764630
102,1,0,2,1,2,0,1,0,31,-1,147700,1926909,0,1919878,1772178,1779209
102,1,0,2,1,2,1,0,0,32,1,147700,1939455,1,1930991,1783291,1791755
102,1,1,3,NaN,NaN,NaN,NaN,NaN,1,1,147700,1078595,NaN,1070148,922448,930895
102,1,1,3,1,2,1,1,1,2,1,147700,1092708,1,1084943,937243,945008
102,1,1,3,1,2,1,1,1,3,1,147700,1103438,1,1097623,949923,955738
102,1,1,3,1,2,0,0,1,4,-1,147700,1116151,0,1110169,962469,968451
102,1,1,3,1,2,1,1,1,5,1,147700,1128847,1,1122665,974965,981147
102,1,1,3,1,2,1,1,1,6,1,147700,1143126,1,1134312,986612,995426
102,1,1,3,1,2,1,1,1,7,1,147700,1156905,1,1150774,1003074,1009205
102,1,1,3,1,2,0,0,1,8,-1,147700,1168402,0,1162770,1015070,1020702
102,1,1,3,1,2,1,1,1,9,1,147700,1182914,1,1175133,1027433,1035214
102,1,1,3,1,2,1,1,1,10,1,147700,1196610,1,1189945,1042245,1048910
102,1,1,3,1,2,1,1,1,11,1,147700,1210439,1,1201958,1054258,1062739
102,1,1,3,1,2,0,0,1,12,-1,147700,1220503,0,1215271,1067571,1072803
102,1,1,3,1,2,1,1,1,13,1,147700,1233715,1,1226334,1078634,1086015
102,1,1,3,1,2,1,1,1,14,1,147700,1247578,1,1239880,1092180,1099878
102,1,1,3,1,2,1,1,1,15,1,147700,1259558,1,1254009,1106309,1111858
102,1,1,3,1,2,1,1,1,16,1,147700,1273020,1,1265089,1117389,1125320
102,1,1,3,1,2,1,1,1,17,1,147700,1288133,1,1280985,1133285,1140433
102,1,1,3,1,2,1,1,1,18,1,147700,1301029,1,1292598,1144898,1153329
102,1,1,3,1,2,1,1,1,19,1,147700,1315891,1,1308093,1160393,1168191
102,1,1,3,1,2,0,0,1,20,-1,147700,1330137,0,1323822,1176122,1182437
102,1,1,3,1,2,1,1,1,21,1,147700,1341433,1,1334369,1186669,1193733
102,1,1,3,1,2,1,1,1,22,1,147700,1356162,1,1348481,1200781,1208462
102,1,1,3,1,2,1,1,1,23,1,147700,1367092,1,1361244,1213544,1219392
102,1,1,3,1,2,1,1,1,24,1,147700,1378772,1,1372257,1224557,1231072
102,1,1,3,1,2,1,1,1,25,1,147700,1390402,1,1383654,1235954,1242702
102,1,1,3,1,2,1,1,1,26,1,147700,1402515,1,1395601,1247901,1254815
102,1,1,3,1,2,1,1,1,27,1,147700,1415645,1,1407264,1259564,1267945
102,1,1,3,0,1,0,0,0,28,1,147700,1426691,1,1420276,1272576,1278991
102,1,1,3,1,2,1,1,1,29,1,147700,1440437,1,1434356,1286656,1292737
102,1,1,3,1,2,0,0,1,30,-1,147700,1452750,0,1447069,1299369,1305050
102,1,1,3,1,2,1,1,1,31,1,147700,1467412,1,1459548,1311848,1319712
102,1,1,3,1,2,0,0,1,32,-1,147700,1479809,0,1472861,1325161,1332109
103,0,0,0,1,2,1,0,0,1,1,185419,1115422,1,1108508,923089,930003
103,0,0,0,0,1,1,0,1,2,-1,185419,1127419,0,1121004,935585,942000
103,0,0,0,0,1,0,1,1,3,1,185419,1139632,1,1133500,948081,954213
103,0,0,0,0,1,1,0,1,4,-1,185419,1152644,0,1144680,959261,967225
103,0,0,0,0,1,1,0,1,5,-1,185419,1163858,0,1158809,973390,978439
103,0,0,0,1,2,0,1,0,6,-1,185419,1176987,0,1170722,985303,991568
103,0,0,0,1,2,1,0,0,7,1,185419,1192383,1,1184352,998933,1006964
103,0,0,0,0,1,1,0,1,8,-1,185419,1203229,0,1197648,1012229,1017810
103,0,0,0,0,1,1,0,1,9,-1,185419,1218508,0,1210461,1025042,1033089
103,0,0,0,0,1,1,0,1,10,-1,185419,1231021,0,1223390,1037971,1045602
103,0,0,0,1,2,1,0,0,11,1,185419,1244700,1,1238453,1053034,1059281
103,0,0,0,0,1,1,0,1,12,-1,185419,1258580,0,1250865,1065446,1073161
103,0,0,0,1,2,0,1,0,13,-1,185419,1271142,0,1263245,1077826,1085723
103,0,0,0,1,2,0,1,0,14,-1,185419,1283739,0,1275874,1090455,1098320
103,0,0,0,0,1,1,0,1,15,-1,185419,1295119,0,1288471,1103052,1109700
103,0,0,0,1,2,1,0,0,16,1,185419,1308898,1,1301933,1116514,1123479
103,0,0,0,1,2,1,0,0,17,1,185419,1322394,1,1314413,1128994,1136975
103,0,0,0,1,2,1,0,0,18,1,185419,1334873,1,1329642,1144223,1149454
103,0,0,0,1,2,1,0,0,19,1,185419,1348319,1,1341838,1156419,1162900
103,0,0,0,1,2,1,0,0,20,1,185419,1363182,1,1356334,1170915,1177763
103,0,0,0,1,2,1,0,0,21,1,185419,1375695,1,1367280,1181861,1190276
103,0,0,0,1,2,1,0,0,22,1,185419,1390973,1,1382476,1197057,1205554
103,0,0,0,0,1,0,1,1,23,1,185419,1401337,1,1396122,1210703,1215918
103,0,0,0,1,2,1,0,0,24,1,185419,1411567,1,1405519,1220100,1226148
103,0,0,0,1,2,1,0,0,25,1,185419,1425230,1,1419515,1234096,1239811
103,0,0,0,1,2,1,0,0,26,1,185419,1438293,1,1431511,1246092,1252874
103,0,0,0,0,1,0,1,1,27,1,185419,1452772,1,1445824,1260405,1267353
103,0,0,0,1,2,1,0,0,28,1,185419,1466318,1,1460719,1275300,1280899
103,0,0,0,0,1,1,0,1,29,-1,185419,1481513,0,1473266,1287847,1296094
103,0,0,0,1,2,1,0,0,30,1,185419,1492310,1,1487028,1301609,1306891
103,0,0,0,0,1,1,0,1,31,-1,185419,1504756,0,1499574,1314155,1319337
103,0,0,0,1,2,1,0,0,32,1,185419,1520168,1,1512387,1326968,1334749
103,0,1,1,0,1,1,1,0,1,-1,185419,1567804,0,1561323,1375904,1382385
103,0,1,1,1,2,0,0,1,2,-1,185419,1578551,0,1572069,1386650,1393132
103,0,1,1,1,2,1,1,1,3,1,185419,1589997,1,1582683,1397264,1404578
103,0,1,1,1,2,1,1,1,4,1,185419,1600844,1,1594879,1409460,1415425
103,0,1,1,0,1,1,1,0,5,-1,185419,1612824,0,1605909,1420490,1427405
103,0,1,1,0,1,1,1,0,6,-1,185419,1624654,0,1618356,1432937,1439235
103,0,1,1,0,1,1,1,0,7,-1,185419,1639149,0,1631668,1446249,1453730
103,0,1,1,0,1,1,1,0,8,-1,185419,1654095,0,1645198,1459779,1468676
103,0,1,1,1,2,0,0,1,9,-1,185419,1664709,0,1658727,1473308,1479290
103,0,1,1,0,1,1,1,0,10,-1,185419,1678338,0,1670673,1485254,1492919
103,0,1,1,0,1,0,0,0,11,1,185419,1693267,1,1684536,1499117,1507848
103,0,1,1,1,2,1,1,1,12,1,185419,1708279,1,1699315,1513896,1522860
103,0,1,1,0,1,1,1,0,13,-1,185419,1722808,0,1714310,1528891,1537389
103,0,1,1,1,2,1,1,1,14,1,185419,1732788,1,1726923,1541504,1547369
103,0,1,1,NaN,NaN,NaN,NaN,NaN,15,1,185419,1746851,NaN,1739020,1553601,1561432
103,0,1,1,0,1,1,1,0,16,-1,185419,1761446,0,1752999,1567580,1576027
103,0,1,1,1,2,0,0,1,17,-1,185419,1775026,0,1767011,1581592,1589607
103,0,1,1,0,1,1,1,0,18,-1,185419,1790888,0,1782074,1596655,1605469
103,0,1,1,0,1,1,1,0,19,-1,185419,1802334,0,1796069,1610650,1616915
103,0,1,1,0,1,1,1,0,20,-1,185419,1813897,0,1807249,1621830,1628478
103,0,1,1,0,1,1,1,0,21,-1,185419,1824977,0,1818379,1632960,1639558
103,0,1,1,1,2,0,0,1,22,-1,185419,1840489,0,1832242,1646823,1655070
103,0,1,1,0,1,1,1,0,23,-1,185419,1853186,0,1844722,1659303,1667767
103,0,1,1,0,1,1,1,0,24,-1,185419,1866748,0,1860867,1675448,1681329
103,0,1,1,1,2,1,1,1,25,1,185419,1877578,1,1871763,1686344,1692159
103,0,1,1,0,1,1,1,0,26,-1,185419,1891074,0,1883394,1697975,1705655
103,0,1,1,0,1,0,0,0,27,1,185419,1903654,1,1896190,1710771,1718235
103,0,1,1,0,1,1,1,0,28,-1,185419,1915634,0,1908769,1723350,1730215
103,0,1,1,0,1,1,1,0,29,-1,185419,1928630,0,1921815,1736396,1743211
103,0,1,1,0,1,1,1,0,30,-1,185419,1942026,0,1935628,1750209,1756607
103,0,1,1,0,1,1,1,0,31,-1,185419,1958088,0,1950040,1764621,1772669
103,0,1,1,1,2,1,1,1,32,1,185419,1968685,1,1963386,1777967,1783266
103,1,0,2,0,1,1,0,1,1,-1,185419,205726,0,198562,13143,20307
103,1,0,2,NaN,NaN,NaN,NaN,NaN,2,1,185419,218539,NaN,212691,27272,33120
103,1,0,2,0,1,1,0,1,3,-1,185419,233018,0,225587,40168,47599
103,1,0,2,0,1,1,0,1,4,-1,185419,248680,0,240266,54847,63261
103,1,0,2,1,2,1,0,0,5,1,185419,262909,1,255195,69776,77490
103,1,0,2,1,2,0,1,0,6,-1,185419,277688,0,270207,84788,92269
103,1,0,2,0,1,1,0,1,7,-1,185419,289085,0,282803,97384,103666
